BBB,borough_code,block_number,lot_number,tax_year,owner_name,property_address,granted_reduction_amount,tax_class_code,BBB_test
3-6436-33,3,6436,33,2018,CHRISTY RLTY INC.,1812 BATH AVENUE,37700.0,4,3-6436-33
3-6437-1,3,6437,1,2018,BRUCE SUPPLY CORP.,1839 CROPSEY AVENUE,81050.0,4,3-6437-1
3-6439-1,3,6439,1,2018,HOW SUM SHIRLEY LEE R,220 BAY 22 STREET,247100.0,2,3-6439-1
3-6442-5,3,6442,5,2018,CROPSEY-20TH AVE. COR,2001 CROPSEY AVENUE,40820.0,4,3-6442-5
3-6499-13,3,6499,13,2018,198 FOSTER LLC,198 FOSTER AVENUE,109400.0,2,3-6499-13
3-6499-33,3,6499,33,2018,198 FOSTER LLC,202 FOSTER AVENUE,140450.0,2,3-6499-33
3-6507-1,3,6507,1,2018,ELMWOOD RESIDENCE INC,414 ELMWOOD AVENUE,253550.0,2,3-6507-1
3-6513-12,3,6513,12,2018,NISSELI REALTY CO.,1170 CONEY ISLAND AVE,128950.0,4,3-6513-12
3-6514-77,3,6514,77,2018,GARY ROSIMINI AND PAT,1155 MC DONALD AVENUE,53650.0,4,3-6514-77
3-6514-82,3,6514,82,2018,MCDONALD REALTY CORP.,1149 MC DONALD AVENUE,32850.0,4,3-6514-82
3-6524-40,3,6524,40,2018,HERMAN & ALTHEA ANTON,5015 BAY PARKWAY,7100.0,4,3-6524-40
3-6524-52,3,6524,52,2018,HANRAM REALTY CORP.,1291 MC DONALD AVENUE,20350.0,4,3-6524-52
3-6528-50,3,6528,50,2018,"SEIDMAN,PEARL",709 AVENUE K,13811.0,1,3-6528-50
3-6530-28,3,6530,28,2018,KOHEN JUDY,1058 EAST 10 STREET,2070.0,1,3-6530-28
3-6532-87,3,6532,87,2018,1115 OCEAN PKWY LLC,1113 OCEAN PARKWAY,153560.0,2A,3-6532-87
3-6540-53,3,6540,53,2018,ISAAC OBERLANDER,1377 EAST 4 STREET,77250.0,4,3-6540-53
3-6547-5,3,6547,5,2018,NSC WHOLESALE HOLDING,5809 BAY PARKWAY,157750.0,4,3-6547-5
3-6547-19,3,6547,19,2017,NSC WHOLESALE HOLDING,59 STREET,801700.0,4,3-6547-19
3-6547-19,3,6547,19,2018,NSC WHOLESALE HOLDING,59 STREET,420100.0,4,3-6547-19
3-6559-36,3,6559,36,2018,"24TH AVENUE REALTY,LL",6402 24 AVENUE,27350.0,2,3-6559-36
3-6559-45,3,6559,45,2018,ALMA MANAGEMENT LLC,2379 65 STREET,63000.0,4,3-6559-45
3-6559-68,3,6559,68,2018,MPN2 LLC,2325 65 STREET,81250.0,2,3-6559-68
3-6559-74,3,6559,74,2018,2309 65TH ASSOCIATES,2311 65 STREET,14000.0,2,3-6559-74
3-6562-1002,3,6562,1002,2018,2469 65TH STREET COND,2469 65 STREET,6399.0,4,3-6562-1002
3-6564-75,3,6564,75,2018,SHERBROOKE REALTY LLC,1535 MC DONALD AVENUE,84000.0,4,3-6564-75
3-6569-13,3,6569,13,2018,630 AVENUE M TRUST,630 AVENUE M,1656.0,1,3-6569-13
3-6579-41,3,6579,41,2018,O & W 5 LLC,151 AVENUE O,20700.0,2,3-6579-41
3-6582-47,3,6582,47,2018,GL MCDONALD LLC,1674 MC DONALD AVENUE,12300.0,4,3-6582-47
3-6583-70,3,6583,70,2018,MARINA RAYHAM,1673 MC DONALD AVENUE,12000.0,4,3-6583-70
3-6583-169,3,6583,169,2018,MARINA RAYHAM,1675 MC DONALD AVENUE,12650.0,4,3-6583-169
3-6587-27,3,6587,27,2018,1440 OCEAN PARKWAY LL,1440 OCEAN PARKWAY,215150.0,2,3-6587-27
3-6601-8,3,6601,8,2018,PRW ENTERPRISES LP,1502 AVENUE O,43800.0,2,3-6601-8
3-6603-50,3,6603,50,2018,AVENUE P REALTY HOLDI,273 AVENUE P,125300.0,2,3-6603-50
3-6604-49,3,6604,49,2018,303 TENANTS CORP.,303 AVENUE P,117575.0,2,3-6604-49
3-6606-21,3,6606,21,2018,357 AVENUE P CAPITAL,357 AVENUE P,86750.0,2,3-6606-21
3-6608-48,3,6608,48,2018,YELENA SHVARTS,415 AVENUE P,16150.0,4,3-6608-48
3-6608-50,3,6608,50,2018,PRIMELAND REALTY LLC,407 AVENUE P,30650.0,4,3-6608-50
3-6610-53,3,6610,53,2018,HANKTOM REALTY CORP.,463 AVENUE P,56400.0,2,3-6610-53
3-6612-52,3,6612,52,2018,1608 OCEAN PARKWAY OW,1608 OCEAN PARKWAY,240700.0,2,3-6612-52
3-6614-17,3,6614,17,2018,1530 EAST 8TH ST. COR,1530 EAST 8 STREET,669500.0,2,3-6614-17
3-6617-35,3,6617,35,2018,"SAS ASSOCIATES, LLC",1908 CONEY ISLAND AVE,18050.0,4,3-6617-35
3-6618-22,3,6618,22,2017,137 KINGS HIGHWAY LLC,137 KINGS HIGHWAY,25250.0,4,3-6618-22
3-6618-22,3,6618,22,2018,137 KINGS HIGHWAY LLC,137 KINGS HIGHWAY,78100.0,4,3-6618-22
3-6619-1,3,6619,1,2018,80 AVENUE P OWNERS CO,80 AVENUE P,189950.0,2,3-6619-1
3-6620-46,3,6620,46,2017,FMRP PROPERTIES LLC,65 QUENTIN ROAD,48300.0,4,3-6620-46
3-6620-46,3,6620,46,2018,FMRP PROPERTIES LLC,65 QUENTIN ROAD,43150.0,4,3-6620-46
3-6622-66,3,6622,66,2018,C & Z REALTY LLC,1629 WEST 10 STREET,91750.0,2,3-6622-66
3-6626-1101,3,6626,1101,2018,1663 CONDO ASSOCIATIO,1663 WEST 6 STREET,21553.0,2C,3-6626-1101
3-6630-1,3,6630,1,2017,1601 W SECOND ST LLC,1601 WEST 2 STREET,91750.0,2,3-6630-1
3-6630-1,3,6630,1,2018,1601 W SECOND ST LLC,1601 WEST 2 STREET,255100.0,2,3-6630-1
3-6632-22,3,6632,22,2018,MC REALTY ASSOCIATES,1840 MC DONALD AVENUE,22300.0,4,3-6632-22
3-6633-70,3,6633,70,2018,SHORT LINE PROPERTIES,MC DONALD AVENUE,215550.0,4,3-6633-70
3-6635-6,3,6635,6,2018,462 AVENUE P LLC,462 AVENUE P,29905.0,2A,3-6635-6
3-6635-9,3,6635,9,2017,468 AVENUE P REALTY L,468 AVENUE P,117650.0,4,3-6635-9
3-6635-9,3,6635,9,2018,468 AVENUE P REALTY L,468 AVENUE P,219800.0,4,3-6635-9
3-6642-9,3,6642,9,2018,"TIMAR, INC.",1946 CONEY ISLAND AVE,28600.0,4,3-6642-9
3-6642-29,3,6642,29,2018,BRUCE SUPPLY CORP.,1994 CONEY ISLAND AVE,23400.0,4,3-6642-29
3-6642-31,3,6642,31,2017,"L B J, LLC",2000 CONEY ISLAND AVE,14750.0,4,3-6642-31
3-6642-31,3,6642,31,2018,"L B J, LLC",2000 CONEY ISLAND AVE,19650.0,4,3-6642-31
3-6652-66,3,6652,66,2018,"LEE, EUN JU",334 KINGS HIGHWAY,7850.0,4,3-6652-66
3-6653-6,3,6653,6,2017,"K. T. OWNERS, LLC.",254 QUENTIN ROAD,59900.0,2,3-6653-6
3-6653-6,3,6653,6,2018,"K. T. OWNERS, LLC.",254 QUENTIN ROAD,120850.0,2,3-6653-6
3-6653-34,3,6653,34,2018,"HIGHLAWN ASSOCIATES,",1780 WEST 3 STREET,91100.0,2,3-6653-34
3-6654-1001,3,6654,1001,2018,THE 379-389 KINGS HIG,379 KINGS HIGHWAY,767.0,4,3-6654-1001
3-6654-1020,3,6654,1020,2018,THE 379-389 KINGS HIG,379 KINGS HIGHWAY,4433.0,2,3-6654-1020
3-6658-54,3,6658,54,2017,"HSBC BANK USA, NATION",481 KINGS HIGHWAY,169300.0,4,3-6658-54
3-6658-54,3,6658,54,2018,"HSBC BANK USA, NATION",481 KINGS HIGHWAY,209350.0,4,3-6658-54
3-6662-41,3,6662,41,2018,DJR REALTY CO LLC,575 KINGS HIGHWAY,114400.0,4,3-6662-41
3-6664-25,3,6664,25,2018,NICOLAOS NICOLAOU,711 KINGS HIGHWAY,17100.0,4,3-6664-25
3-6666-115,3,6666,115,2018,KINGSWAY PLAZA ASSOCI,950 KINGS HIGHWAY,879100.0,4,3-6666-115
3-6673-1,3,6673,1,2018,WEST 8 HOLDING CORP.,152 HIGHLAWN AVENUE,53800.0,4,3-6673-1
3-6681-415,3,6681,415,2018,1802 OCEAN PARKWAY OW,1802 OCEAN PARKWAY,227450.0,2,3-6681-415
3-6695-6,3,6695,6,2018,1116 AVENUE H REALTY,1116 AVENUE H,136850.0,2,3-6695-6
3-6700-26,3,6700,26,2017,TERRACE GARDENS PLAZA,920 EAST 17 STREET,299600.0,2,3-6700-26
3-6700-26,3,6700,26,2018,TERRACE GARDENS PLAZA,920 EAST 17 STREET,606950.0,2,3-6700-26
3-6700-38,3,6700,38,2017,TERRACE GARDENS PLAZA,1615 AVENUE I,233000.0,2,3-6700-38
3-6700-38,3,6700,38,2018,TERRACE GARDENS PLAZA,1615 AVENUE I,401750.0,2,3-6700-38
3-6701-64,3,6701,64,2018,TERRACE GARDENS PLAZA,915 EAST 17 STREET,261900.0,2,3-6701-64
3-6704-39,3,6704,39,2018,BER-LINE REALTY LLC,980 EAST 12 STREET,124150.0,4,3-6704-39
3-6704-49,3,6704,49,2018,JPMORGAN CHASE BANK N,1101 AVENUE J,81300.0,4,3-6704-49
3-6705-47,3,6705,47,2018,"FALKOWITS, EVA",1215 AVENUE J,14100.0,4,3-6705-47
3-6706-47,3,6706,47,2017,I. Z. REALTY,1313 AVENUE J,6950.0,4,3-6706-47
3-6706-47,3,6706,47,2018,I. Z. REALTY,1313 AVENUE J,20000.0,4,3-6706-47
3-6707-47,3,6707,47,2017,"AVENUE J ENTERPRISE,",1413 AVENUE J,48650.0,4,3-6707-47
3-6707-47,3,6707,47,2018,"AVENUE J ENTERPRISE,",1413 AVENUE J,77000.0,4,3-6707-47
3-6713-69,3,6713,69,2018,"1391 CONEY REALTY, LL",1391 CONEY ISLAND AVE,25000.0,4,3-6713-69
3-6713-81,3,6713,81,2018,"1361 CONEY REALTY, LL",1361 CONEY ISLAND AVE,20800.0,4,3-6713-81
3-6713-82,3,6713,82,2018,"1359 CONEY REALTY, LL",1359 CONEY ISLAND AVE,104050.0,4,3-6713-82
3-6714-41,3,6714,41,2018,QUEENS PLAZA ASSOCIAT,1201 AVENUE K,215850.0,2,3-6714-41
3-6721-88,3,6721,88,2018,"1576 MIDWOOD REALTY,",1576 OCEAN AVENUE,112550.0,2,3-6721-88
3-6721-1001,3,6721,1001,2017,1494 OCEAN PROFESSION,1494 OCEAN AVENUE,4122.0,4,3-6721-1001
3-6721-1001,3,6721,1001,2018,1494 OCEAN PROFESSION,1494 OCEAN AVENUE,7827.0,4,3-6721-1001
3-6722-49,3,6722,49,2018,"BARD LEVINSON & LEVY,",1507 CONEY ISLAND AVE,74350.0,4,3-6722-49
3-6722-73,3,6722,73,2018,BROOKLYN CENTER FOR R,1455 CONEY ISLAND AVE,160200.0,4,3-6722-73
3-6739-6,3,6739,6,2018,1289 EAST 19 STREET T,1289 EAST 19 STREET,90300.0,2,3-6739-6
3-6740-81,3,6740,81,2018,IMN INC,1663 CONEY ISLAND AVE,59400.0,4,3-6740-81
3-6744-82,3,6744,82,2018,MOSHE MILLER LLC,1317 EAST 15 STREET,164600.0,4,3-6744-82
3-6748-2,3,6748,2,2018,RLF FAMILY LIMITED PA,1904 AVENUE M,10400.0,4,3-6748-2
3-6765-35,3,6765,35,2017,"BENSHIR 1576, LLC",1576 EAST 19 STREET,39700.0,2,3-6765-35
3-6765-35,3,6765,35,2018,"BENSHIR 1576, LLC",1576 EAST 19 STREET,349800.0,2,3-6765-35
3-6766-22,3,6766,22,2018,COLUMBIA ESTATE GARDE,2010 OCEAN AVENUE,130900.0,2,3-6766-22
3-6771-37,3,6771,37,2017,3692 BEDFORD LLC,3692 BEDFORD AVENUE,124200.0,2,3-6771-37
3-6771-37,3,6771,37,2018,3692 BEDFORD LLC,3692 BEDFORD AVENUE,56800.0,2,3-6771-37
3-6774-62,3,6774,62,2018,5109 FOSTER AVENUE LL,1985 CONEY ISLAND AVE,169500.0,4,3-6774-62
3-6776-30,3,6776,30,2017,1660 EAST 14 STREET R,1660 EAST 14 STREET,155700.0,4,3-6776-30
3-6776-30,3,6776,30,2018,1660 EAST 14 STREET R,1660 EAST 14 STREET,332550.0,4,3-6776-30
3-6776-35,3,6776,35,2018,1315 KINGS REALTY LLI,1313 KINGS HIGHWAY,1240650.0,4,3-6776-35
3-6776-44,3,6776,44,2018,1305 PROPERTIES LLC C,1305 KINGS HIGHWAY,181350.0,4,3-6776-44
3-6777-50,3,6777,50,2018,KIMCO KINGS HIGHWAY 1,1401 KINGS HIGHWAY,153750.0,4,3-6777-50
3-6780-12,3,6780,12,2018,BRG 18 LLC,1715 KINGS HIGHWAY,81400.0,2,3-6780-12
3-6780-22,3,6780,22,2018,AVALON REALTY LLC,1720 KINGS HIGHWAY,168800.0,4,3-6780-22
3-6780-59,3,6780,59,2018,FAMALY REALTY LLC,1702 KINGS HIGHWAY,64850.0,4,3-6780-59
3-6782-70,3,6782,70,2017,C. KYRIE & VIRGINIA J,1906 KINGS HIGHWAY,34500.0,4,3-6782-70
3-6782-70,3,6782,70,2018,C. KYRIE & VIRGINIA J,1906 KINGS HIGHWAY,39450.0,4,3-6782-70
3-6782-1001,3,6782,1001,2018,"KAUFMAN REALTY GROUP,",2120 OCEAN AVENUE,77390.0,4,3-6782-1001
3-6782-1002,3,6782,1002,2018,THE KINGS HIGHWAY CON,2120 OCEAN AVENUE,3350.0,2,3-6782-1002
3-6784-7,3,6784,7,2018,"2116 AVENUE P, LLC",2116 AVENUE P,28800.0,4,3-6784-7
3-6794-7,3,6794,7,2018,TRI-KING REALTY,1115 KINGS HIGHWAY,31100.0,4,3-6794-7
3-6796-1002,3,6796,1002,2018,1720 EAST 14TH LLC,1720 EAST 14 STREET,83642.0,4,3-6796-1002
3-6802-1004,3,6802,1004,2017,PROGRESSIVE A AND I R,1773 EAST 19 STREET,82300.0,4,3-6802-1004
3-6802-1004,3,6802,1004,2018,PROGRESSIVE A AND I R,1773 EAST 19 STREET,99850.0,4,3-6802-1004
3-6803-87,3,6803,87,2018,LEON A. VERIDIANO,2183 OCEAN AVENUE,20400.0,4,3-6803-87
3-6813-34,3,6813,34,2018,MICHELORE REALTY INC.,2927 AVENUE R,35700.0,4,3-6813-34
3-6817-47,3,6817,47,2018,1111 AVENUE S REALTY,1111 AVENUE S,115400.0,4,3-6817-47
3-6819-32,3,6819,32,2018,1862 E 14TH ST RLTY C,1862 EAST 14 STREET,222000.0,2,3-6819-32
3-6825-37,3,6825,37,2018,GEORGETOWN ASSOCIATES,2350 OCEAN AVENUE,377350.0,2,3-6825-37
3-6858-47,3,6858,47,2018,HO SEUNG SHIN AND JUN,2371 86 STREET,20550.0,4,3-6858-47
3-6860-39,3,6860,39,2018,86TH LLC,2515 86 STREET,48530.0,4,3-6860-39
3-6887-1011,3,6887,1011,2018,JOHN INGRAVALLO,2761 BATH AVENUE,7025.0,4,3-6887-1011
3-6887-1012,3,6887,1012,2018,JOHN INGRAVALLO,2761 BATH AVENUE,6025.0,4,3-6887-1012
3-6888-6,3,6888,6,2018,8835 23RD AVENUE TENA,8835 23 AVENUE,323650.0,2,3-6888-6
3-6897-63,3,6897,63,2018,"LEE, JANET",192 BAY 43 STREET,1481.0,1,3-6897-63
3-6924-5,3,6924,5,2018,MARIE A TIRONE,151 BAY 50 STREET,69140.0,1,3-6924-5
3-6960-7,3,6960,7,2018,"TRUSHELEV, YELENA",4315 HIGHLAND AVENUE,12064.0,2A,3-6960-7
3-6994-77,3,6994,77,2018,CROPSEY CONEY ISLAND,3076 CROPSEY AVENUE,87450.0,4,3-6994-77
3-6996-20,3,6996,20,2018,PIERA VASTA,2753 WEST 16 STREET,4550.0,4,3-6996-20
3-6997-117,3,6997,117,2018,PHILIPS CROPSEY LLC,1509 HART PLACE,265000.0,4,3-6997-117
3-6998-1,3,6998,1,2018,SHORE FRONT COUNCIL H,3915 NEPTUNE AVENUE,167000.0,4,3-6998-1
3-7020-68,3,7020,68,2018,ZENOVIA GOMEZ,2845 WEST 19 STREET,25584.0,2,3-7020-68
3-7029-1,3,7029,1,2018,SURF GATE HDFC,3811 SURF AVENUE,123750.0,4,3-7029-1
3-7052-34,3,7052,34,2018,SEA PARK EAST LP,2966 WEST 28 STREET,288850.0,2,3-7052-34
3-7058-42,3,7058,42,2018,SALLAH MUGALLI,2115 SURF AVENUE,93350.0,4,3-7058-42
3-7063-39,3,7063,39,2018,SIRENA REALTY CORP.,2929 WEST 16 STREET,46300.0,4,3-7063-39
3-7063-40,3,7063,40,2018,SIRENA REALTY CORP.,2927 WEST 16 STREET,36850.0,4,3-7063-40
3-7071-114,3,7071,114,2018,WEST 16-22 ST PROPERT,3022 WEST 22 STREET,40550.0,2,3-7071-114
3-7074-340,3,7074,340,2018,NATHAN'S FAMOUS OPERA,1302 SURF AVENUE,157650.0,4,3-7074-340
3-7079-4,3,7079,4,2018,HANCOCK ASSOCIATES LL,106 AVENUE S,22450.0,2,3-7079-4
3-7089-62,3,7089,62,2018,SONESTA TOWERS INC,2035 EAST 7 STREET,333400.0,2,3-7089-62
3-7096-45,3,7096,45,2018,ADAMOOCHI LTD.,93 AVENUE U,56150.0,4,3-7096-45
3-7097-47,3,7097,47,2017,109 AVENUE U LLC,109 AVENUE U,49850.0,4,3-7097-47
3-7097-47,3,7097,47,2018,109 AVENUE U LLC,109 AVENUE U,69200.0,4,3-7097-47
3-7101-129,3,7101,129,2017,THE TAVERNA TRUST,243 AVENUE U,208600.0,4,3-7101-129
3-7101-129,3,7101,129,2018,THE TAVERNA TRUST,243 AVENUE U,381350.0,4,3-7101-129
3-7103-34,3,7103,34,2018,2256 RA REALTY LLC,2256 MC DONALD AVENUE,26600.0,4,3-7103-34
3-7106-39,3,7106,39,2018,ROSARIO CAGGIANO,425 AVENUE U,13911.0,2A,3-7106-39
3-7122-8,3,7122,8,2018,"222 AVENUE U, LLC",222 AVENUE U,37850.0,4,3-7122-8
3-7125-66,3,7125,66,2018,M.M.M. SCABA INC.,2299 MC DONALD AVENUE,74440.0,4,3-7125-66
3-7136-5,3,7136,5,2018,2410 CONEY ISLAND AVE,920 AVENUE U,51800.0,4,3-7136-5
3-7136-21,3,7136,21,2018,REGENCY ESTATE HOLDIN,2444 CONEY ISLAND AVE,65450.0,4,3-7136-21
3-7146-47,3,7146,47,2018,BUG REALTY INC,2372 MC DONALD AVENUE,35450.0,4,3-7146-47
3-7147-11,3,7147,11,2018,KUCHER REALTY LLC,2359 MC DONALD AVENUE,24300.0,4,3-7147-11
3-7147-13,3,7147,13,2018,2351 MCDONALD AV R/EC,2351 MC DONALD AVENUE,36050.0,4,3-7147-13
3-7147-17,3,7147,17,2018,GIOVANNI NOTO,2347 MC DONALD AVENUE,11950.0,4,3-7147-17
3-7150-48,3,7150,48,2018,ABACS LATNER CORP.,2421 MC DONALD AVENUE,128400.0,4,3-7150-48
3-7159-4,3,7159,4,2018,"HARA, JACK",710 AVENUE V,11658.0,1,3-7159-4
3-7159-5,3,7159,5,2018,JACK HARA,714 AVENUE V,10831.0,1,3-7159-5
3-7159-40,3,7159,40,2018,FOUNTAIN TERRACE OWNE,735 AVENUE W,374050.0,2,3-7159-40
3-7159-120,3,7159,120,2017,"S.A.N. MANAGEMENT, LL",2508 CONEY ISLAND AVE,143000.0,4,3-7159-120
3-7159-120,3,7159,120,2018,"S.A.N. MANAGEMENT, LL",2508 CONEY ISLAND AVE,153350.0,4,3-7159-120
3-7159-152,3,7159,152,2018,RAYMOND REALTY LLC,2582 CONEY ISLAND AVE,3550.0,4,3-7159-152
3-7181-1,3,7181,1,2017,LANA COOPERATIVE APAR,2310 OCEAN PARKWAY,57850.0,2,3-7181-1
3-7181-1,3,7181,1,2018,LANA COOPERATIVE APAR,2310 OCEAN PARKWAY,375100.0,2,3-7181-1
3-7184-22,3,7184,22,2018,TED LEVY,816 AVENUE W,5067.0,1,3-7184-22
3-7193-10,3,7193,10,2018,JPMORGAN CHASE BANK N,290 AVENUE X,123550.0,4,3-7193-10
3-7198-4,3,7198,4,2018,LARA GROUP (2006) LLC,400 AVENUE X,22650.0,4,3-7198-4
3-7203-10,3,7203,10,2018,"ASR & ASSOCIATES, LLC",622 AVENUE X,21900.0,4,3-7203-10
3-7205-25,3,7205,25,2018,2544-50 WEST 13TH STR,2542 WEST 13 STREET,47750.0,4,3-7205-25
3-7208-302,3,7208,302,2018,BOYNTONX REALTY LLC,AVENUE X,26450.0,4,3-7208-302
3-7218-59,3,7218,59,2018,WEDGEWOOD HALL OWNERS,2580 OCEAN PARKWAY,615700.0,2,3-7218-59
3-7223-27,3,7223,27,2017,LINCOLN CO-OPERATIVE,2552 EAST 7 STREET,123600.0,2,3-7223-27
3-7224-37,3,7224,37,2018,LINCOLN CO-OPERATIVE,701 GERALD COURT,146130.0,2,3-7224-37
3-7224-50,3,7224,50,2017,LINCOLN CO-OPERATIVE,2531 EAST 7 STREET,569200.0,2,3-7224-50
3-7224-50,3,7224,50,2018,LINCOLN CO-OPERATIVE,2531 EAST 7 STREET,558990.0,2,3-7224-50
3-7224-100,3,7224,100,2017,FORD COYLE PROPERTIES,2818 CONEY ISLAND AVE,88100.0,4,3-7224-100
3-7224-100,3,7224,100,2018,FORD COYLE PROPERTIES,2818 CONEY ISLAND AVE,179400.0,4,3-7224-100
3-7226-62,3,7226,62,2018,RTM REALTY LLC,2615 WEST 13 STREET,92450.0,4,3-7226-62
3-7238-49,3,7238,49,2018,2620 OCEAN OWNERS COR,2620 OCEAN PARKWAY,316050.0,2,3-7238-49
3-7247-257,3,7247,257,2017,SHELL ROAD CORP.,2900 SHELL ROAD,6150.0,4,3-7247-257
3-7247-257,3,7247,257,2018,SHELL ROAD CORP.,2900 SHELL ROAD,19650.0,4,3-7247-257
3-7261-95,3,7261,95,2017,LEGOSH MANAGEMENT COR,2872 BRIGHTON 4 STREE,61800.0,2,3-7261-95
3-7261-95,3,7261,95,2018,LEGOSH MANAGEMENT COR,2872 BRIGHTON 4 STREE,214800.0,2,3-7261-95
3-7269-1001,3,7269,1001,2018,OCEAN SHELL LLC,2955 SHELL ROAD,365.0,4,3-7269-1001
3-7270-25,3,7270,25,2018,SPILLANE NEPTUNE CORP,607 SHEEPSHEAD BAY RO,35650.0,4,3-7270-25
3-7281-177,3,7281,177,2018,PETROS NEAMONITAKIS,3086 WEST 1 STREET,124100.0,2,3-7281-177
3-7296-45,3,7296,45,2018,DAYAN PROPERTY MANAGE,1715 AVENUE T,82550.0,4,3-7296-45
3-7308-7,3,7308,7,2018,KATHLEEN BUCKLEY,2914 AVENUE S,119600.0,4,3-7308-7
3-7315-44,3,7315,44,2018,1111 AVE U REALTY LLC,1111 AVENUE U,81950.0,4,3-7315-44
3-7315-51,3,7315,51,2018,2389 CONEY ISLAND LLC,2391 CONEY ISLAND AVE,53450.0,4,3-7315-51
3-7315-73,3,7315,73,2018,WFCIA LLC,2337 CONEY ISLAND AVE,110300.0,4,3-7315-73
3-7320-49,3,7320,49,2018,"V.E.F. ENTERPRISES,LL",1501 AVENUE U,52500.0,4,3-7320-49
3-7324-36,3,7324,36,2018,2530 OCEAN AVE. CORP.,2530 OCEAN AVENUE,233500.0,2,3-7324-36
3-7325-79,3,7325,79,2018,LYUDMILA KRUPITSKY,2467 OCEAN AVENUE,13250.0,4,3-7325-79
3-7328-47,3,7328,47,2018,2309-11 AVE U LLC,2309 AVENUE U,112350.0,4,3-7328-47
3-7329-49,3,7329,49,2018,2413-15 AVE U LLC,2413 AVENUE U,25625.0,4,3-7329-49
3-7334-5,3,7334,5,2018,3344 NOSTRAND AVENUE,2914 AVENUE T,240850.0,4,3-7334-5
3-7334-11,3,7334,11,2018,3344 NOSTRAND AVENUE,3354 NOSTRAND AVENUE,264600.0,4,3-7334-11
3-7334-34,3,7334,34,2018,NEW YORK COMMUNITY BA,2925 AVENUE U,102300.0,4,3-7334-34
3-7345-5,3,7345,5,2017,1240 AVE U REALTY LLC,1240 AVENUE U,75150.0,4,3-7345-5
3-7345-5,3,7345,5,2018,1240 AVE U REALTY LLC,1240 AVENUE U,109800.0,4,3-7345-5
3-7349-6,3,7349,6,2018,1616 AVE U REALTY LLC,1616 AVENUE U,209600.0,4,3-7349-6
3-7349-8,3,7349,8,2018,1620 AVE U REALTY LLC,1620 AVENUE U,482150.0,4,3-7349-8
3-7350-10,3,7350,10,2017,JPMORGAN CHASE BANK N,1722 AVENUE U,302350.0,4,3-7350-10
3-7350-10,3,7350,10,2018,JPMORGAN CHASE BANK N,1722 AVENUE U,105700.0,4,3-7350-10
3-7353-62,3,7353,62,2018,ALEX RABICHEV,2583 OCEAN AVENUE,48000.0,4,3-7353-62
3-7354-1,3,7354,1,2018,SHPELRUB REALTY LLC,2177 EAST 21 STREET,156500.0,2,3-7354-1
3-7362-10,3,7362,10,2018,3454 STAR NOSTRAND LL,3442 NOSTRAND AVENUE,90500.0,4,3-7362-10
3-7362-13,3,7362,13,2017,3040 NOSTRAND AVE. AS,3460 NOSTRAND AVENUE,96600.0,4,3-7362-13
3-7362-13,3,7362,13,2018,3040 NOSTRAND AVE. AS,3460 NOSTRAND AVENUE,100890.0,4,3-7362-13
3-7378-21,3,7378,21,2018,SPARTAN PETROLEUM COR,1717 GRAVESEND NECK R,52700.0,4,3-7378-21
3-7394-2,3,7394,2,2018,JOSEPH RAHABI,2585 CONEY ISLAND AVE,43400.0,4,3-7394-2
3-7399-39,3,7399,39,2018,STACIE BETH KAPLAN-MA,2376 EAST 15 STREET,22250.0,4,3-7399-39
3-7404-1,3,7404,1,2018,1900 TENANTS CORP,1900 AVENUE W,270900.0,2,3-7404-1
3-7405-32,3,7405,32,2018,ZNC LLC,2021 AVENUE X,16750.0,4,3-7405-32
3-7411-67,3,7411,67,2018,2711 MANAGEMENT GROUP,2711 CONEY ISLAND AVE,39450.0,4,3-7411-67
3-7413-4,3,7413,4,2018,"BRADLEY APTS. CO., L.",1230 AVENUE X,99200.0,2,3-7413-4
3-7422-2,3,7422,2,2018,LILLIAN GOLDMAN & THE,2928 AVENUE X,96750.0,4,3-7422-2
3-7422-202,3,7422,202,2018,DIAL CAR INC.,2104 AVENUE X,151000.0,4,3-7422-202
3-7422-301,3,7422,301,2018,MARINA SHKOLNIK AND B,2202 AVENUE X,16500.0,4,3-7422-301
3-7422-305,3,7422,305,2018,ELIYA MENAHEM,2212 AVENUE X,32650.0,4,3-7422-305
3-7433-25,3,7433,25,2018,ATLANTIC TOWERS APART,2546 EAST 13 STREET,338850.0,2,3-7433-25
3-7433-34,3,7433,34,2018,ATLANTIC TOWERS APART,1237 AVENUE Z,740450.0,2,3-7433-34
3-7433-40,3,7433,40,2018,ATLANTIC TOWERS APART,1213 AVENUE Z,686300.0,2,3-7433-40
3-7435-35,3,7435,35,2018,H & L REALTY COMPANY,2572 EAST 15 STREET,62650.0,4,3-7435-35
3-7435-38,3,7435,38,2018,BANK OF AMERICA,1415 AVENUE Z,291950.0,4,3-7435-38
3-7441-231,3,7441,231,2018,2600 EAST 21ST STREET,2600 EAST 21 STREET,247600.0,2,3-7441-231
3-7459-16,3,7459,16,2018,1424 SHEEPSHEAD REALT,1424 SHEEPSHEAD BAY R,54400.0,4,3-7459-16
3-7459-65,3,7459,65,2018,1402 SHEEPSHEAD BAY L,1402 SHEEPSHEAD BAY R,414350.0,4,3-7459-65
3-7459-96,3,7459,96,2018,JELM PROPERTIES CO.,1504 SHEEPSHEAD BAY R,72150.0,4,3-7459-96
